artist,title,spotify_uri,original_lang,length,translation_review_required,lyrics_in_en,qa_pred_lang,qa_pred_confidence
Aimyon,君はロックを聴かない,59eluCMn0XbOWqeWQ91FTM,id,1232,False,"Sukoshi samishisou na kimi ni
Konna uta wo kikaseyou
Te wo tataku aizu
Zatsu na sapuraizu
Boku nari no seiippai

Hokori mamire doonatsu ban ni wa
Ano hi no yume ga odoru
Majime ni hari o otosu
Iki wo tome sugita ze
Saa koshi wo oroshite yo

Futsu futsu to naridasu seishun no oto
Kawaita merodi de odorou yo

Kimi wa rokku nanka kikanai to omoi nagara
Sukoshi demo boku ni chikazuite hoshikute
Rokku nanka kikanai to omou keredo mo
Boku wa konna uta de anna uta de
Koi o norikoete kita

Boku no shinzou no BPM wa
Hyaku kyuu juu ni natta zo
Kimi wa kidzuku no kai?
Naze ima waraundai?
Uso mitai ni oyogu me

Dara dara to nagareru seishun no oto
Kawaita merodi wa yamanai ze

Kimi wa rokku nanka kikanai to omoi nagara
Ato sukoshi boku ni chikazuite hoshikute
Rokku nanka kikanai to omou keredo mo
Boku wa konna uta de anna uta de
Koi ni kogarete kita nda

Kimi ga rokku nanka kikanai koto shitteru kedo
Koibito no you ni yorisotte hoshikute
Rokku nanka kikanai to omou keredo mo
Boku wa konna uta de anna uta de
Mune eyes don't itai nda

Kimi wa rokku nanka kikanai to omoi nagara
Sukoshi demo boku ni chikazuite hoshikute
Rokku nanka kikanai to omou keredo mo
Boku wa konna uta de anna uta de
Koi o norikoete kita

Koi o norikoete kita",en,0.09486567974090576
Kenshi Yonezu,IRIS OUT,59hVbgr8rfYkDbHfr8RcGI,ja,955,False,"(Ah, ah, ah, ah, ah, ah)
(Ah, ah, ah, ah, ah, ah)
Ha-ha-ha
(Ah, ah, ah, ah, ah, ah)
(Ah, ah, ah, ah, ah, ah)

No, no, no, from inside my brain
Morality screams, “Stop it, you idiot!”
darling baby darling
Absolute love! A philosophy that sparkles and stands out

Deadly cute look
It's almost like breaking the law
Spreading madness, before you know it, you've exhausted yourself
It's your fault for being born into this world
Extremely painful lovesickness
This head and this body are falling apart
I love you is gushing out from my carotid artery
(iris out)

What should I do with these feelings? What should I do with these feelings?
The grains are going to melt and turn into vomit (Boom)
My pupils are dilated and I feel like I'm drowning
You are the only one who is right in this world

Darling (baby) darling (Uh-ha)
Darling (baby) darling
Darling (baby) darling (Uh-ha)
Darling (Baby) Darling (Ha-ha-ha)

Even if I turn over, I can't win
Only you rule doesn't apply
All four Othellos are only black.
As much as you want (Ha)
The Avada Kedabura you released with a smile
I'm sorry about the stigma on the deco.
(Foo) Pierce with an arrow (Foo) Pierce
(Foo) This is the weak point

Deadly cute look
It's almost like breaking the law
Spreading madness, before you know it, you've exhausted yourself
It's your fault for being born into this world
Pachimon or anything is fine.
I want everything that has your name on it right now
I love you is gushing out from my carotid artery

A-a-a-a-a-iris out
A-a-a-a-a-iris out
(A-a-a-a-a-iris out)

What should I do with these feelings? What should I do with these feelings?
The grains will melt and turn into vomit (Burn)
My pupils are dilated and I feel like I'm drowning
You are the only one who is right in this world

Darling (baby) darling (Uh-ha)
Darling (baby) darling
Darling (baby) darling (Uh-ha)
Darling (Baby) Darling (Ha-ha-ha)

Rra",en,0.4896264672279358
Khalil Fong,愛愛愛,59lBAMCis4C6NsPdUV35Vz,zh,562,True,"在 哪裡記載 第一個桃花賊
誰在 哪裡典賣 第一支紫玉釵
我在 這裡見怪更怪
見過電影裡面人家的海 更想去看海
唱過人家的愛 更想找愛

你哭起來 我笑起來
都為了 愛愛愛
有一天翻開辭海找不到愛
花不開 樹不擺 還是更暢快
愛 還是會期待
還是覺得孤單太失敗 Woah
我愛故我在

Ooh-hoo, ooh-hoo, yeah, yeah, yeah
Oh, oh, oh, oh, oh, oh

找到愛 幸福的人 肯不肯躲起來
正在 寂寞的人 能不能站起來
我在 (Ooh, ooh) 這裡陪你無奈 Yeah
看過小說裡面人家等待 更習慣等待
唱過人家的愛 更想找愛

你喊出來 我靜下來
都為了 愛愛愛
有一天翻開辭海找不到愛
花不開 樹不擺 還是更暢快
愛 還是會期待
還是覺得孤單太失敗 Woah
我愛故我在

揮不出滿天滿地的塵埃
買不起滿街口袋的品牌
你悶起來 我傻起來 可以愛
會不會整個時代只有一個告白
誰不愛過不存在

Don't know what's good or bad, what's good or bad
都為了 愛愛愛
有一天翻開辭海找不到愛
花不開 樹不擺 還是更暢快
愛 還是會期待
還是覺得孤單太失敗 Woah
我愛故我在 (Hey yeah, hoo) Ooh, hoo",zh,0.9969075918197632
Omoinotake,幾億光年,5Ak1F5nGzM4KRhE0H1Q3CP,es,1626,False,"Mou ichidosa koe wo kikaseteyo
Mekurenai mamade iru
Natsinohi no karenda
Tadaimattesa waratte miseteyo
Okurisaki mo wakaranai
Wasuremono Bakarida
Kokoroga kowareru kotoga kikoete
Doredake kimi wo aishiteitaka shitte
Mou nidotowa fuyasenai
Omoide wo daite ikite
Deibaidei
Donna learned about oikaketara
Mata kimi to meguri aerudarou
Yorisotta hibi ikiteiru imi
Kuretanowa Kimi Nandayo
Dakar
Itsumo kokorode omoi tsuzuketeru
Mada bokuno koewa kikoeteru?
Tomaranai hibi kimini au tabi
Yoku niau emi ukabete mattete
Ienakatta muneno okuno kotoba
Imanara arinomama kimini wataseru
Sasayakebasa todokerareta kyori
Zeroinghi no yubisakide
Wataseta kini natteta
Doushitekana hanareteiru houga
Kotoba ahuredasunowa
Imasarato waratte
Kimidake mitsuketa itsukano ryusei
Donna negai wo ukabete itanokana
Anohi kimiga miageta
Aiirono saki wo mitsume
Deibaidei
Ikuokunen no kyori wo koete
Kagayaki wo tsutau hoshino youni
Kawaranai ai tashikana hikari
Todokumade negai tsuzukeru
Dakar
Itsuka bokura meguri aetanara
Kagayakino naka machiawaseyou
Kimiga maigoni naranaiyouni
Mabataki mo sezu terashite matteru
Kieyashinai kimiga kureta nukumori
Dakishime bokuwa ima wo ikite ikukara
Namae wo yobuyo kuruhimo kuruhimo
Taezu sakebuyo anomamano futaride iyouyo
Deibaidei
Dinna heard from oikaketara
Mata kimito meguri aerudarou
Wakeaeta hibi kisetsu wa Fuini
Kimidake wo nose kanatae
Dakar
Itsumo kokorode omoi tsuzuketeru
Mada bokuno koewa kikoeteru?
Susumidasu hibi mewo akerutabi
Chikazuiteiku unmeito shinjite
Ienakatta mune no oku no kotoba
Imanara arinomama kimini wataseru
Doredakeno tokiga nagaretemo towani
Kakokeini naranai ""I LOVE YOU""",es,0.17042629420757294
Eric Chou,怎麼了,5cU1O9P0EDA0rPkPDykhIm,zh,641,True,"你說藍色是你最愛的顏色
你說如果沒有愛那又如何
怎麼了 你怎麼了
看過你曾經最燦爛的笑容
看過你緊緊擁抱愛的面孔
怎麼了 你消失了

是不是我錯了 搞錯了
天灰了 雨下著 凝望著 你走了
都回不去了 像從前快樂

怎麼能輕易說要結束 (怎麼能要結束)
怎麼會讓你抱著我哭
太努力的我們最後用力給祝福
怎麼看你笑著 我卻心如刀割
原來我們都一樣頑固
怎麼會誰都絕口不提要幸福
再也不能牽著你走未來每一步 (未來一步)
我們懷念什麼 失去愛那一刻 才曉得

你說藍色是你最愛的顏色
你說如果沒有愛那又如何
怎麼了 你怎麼了
看過你曾經最燦爛的笑容
看過你緊緊擁抱愛的面孔
怎麼了 你消失了

是不是我錯了 搞錯了
越愛著 越痛著 苦笑著 你走了
我們約好了 要比我快樂

怎麼能輕易說要結束 (怎麼能要結束)
怎麼會讓你抱著我哭
太努力的我們最後用力給祝福
祝福我最愛的 (我最愛的) 遇見更愛你的 飛翔著

我不想說 你不會懂 請別可憐我
受傷的我 究竟需要 一個人 多少年 去度過
我不想說 你不會懂 請別可憐我
誰說我 一定要 永遠笑著 我不想

怎麼能輕易說要結束 (怎麼能要結束)
怎麼會讓你抱著我哭
太努力的我們最後用力給祝福
祝福我最愛的 能永遠飛翔著
原來我們都一樣頑固
怎麼會誰都絕口不提要幸福
再也不能牽著你走未來每一步 (未來一步)
我們懷念什麼 失去愛那一刻 才曉得",zh,0.9984229207038879
Eric Chou,摯友,5evE7bweEhX83fd1ZmwPjP,zh,506,True,"想當星辰 卻像路燈
若愛一個人 切忌愛得太深
酒後傳的訊息 你別當真
我總感情用事 忘了不可能
也委屈你 長期容忍
但我們之間 該用什麽相稱
難道非要我愛 其他的人
你才心安理得 卸下了責任

我們不討論的關係 很接近卻不是愛情
擁有無數交集 要丟棄太可惜
我演的恨 真不誠懇
你最清楚 我是怎樣的人
沒人不羨慕的關係 只是沒結局的續集
為什麽太熟悉 反而變成距離
觸不到的戀人 化身摯友也像塘塞
你明知道我不會等到卻放任我等

你正全心 對待的人
輾轉找到我 勸我別再傷神
其實我真不想一一詢問
從此默不出聲 是我的責任

我們不說破的關係 很微妙卻不是愛情
容許這種維繫 是我不夠爭氣
一再追問 何其愚笨
我也清楚你是怎樣的人
蕩氣回腸 又能如何
我最不應該 還害你受困 進退不得, oh, oh

我們不討論的關係 很接近卻不是愛情
擁有無數交集 要丟棄太可惜
我演的恨 真不誠懇
你最清楚 我是怎樣的人
沒人不羨慕的關係 只是沒結局的續集
為什麽太熟悉 反而變成距離
觸不到的戀人 化身摯友也像塘塞
你明知道我不會等到 卻放任我等",zh,0.9997099041938782
Amazing Show,愛情的大壞蛋,5HVq8nS0pbM6G7YK8M7DY4,zh,553,True,"我在情歌的尾奏 落在琴聲的最後
活該今生的罪疚 默哀硬撐著淚流
想要夢見你 重建你 容顏已走遠
在不真實的空間裡好好再愛一遍
Oh, 或許這就是所謂心痛
或許我不曾真的心痛
或許這次我認真了 這次是真的愛了

就當作我是愛情的大壞蛋 不需要你原諒我
背後為你流的淚 就當我自作自受
就因為我是愛情的大壞蛋 愛情的小偷
請忘記我 讓我寂寞

今晚沒夢見你 是因為睡不著
情節像爛電影 而我不是主角
看著剪影出竅 你走遠聽不到
我只能抽著菸 兜著圈 收著淚 又一遍畫夜
我會把你的故事折成紙鶴
讓他飛到銀河
不再唱為你寫的歌 反正你不會聽了
我是真的不愛了


就當作我是愛情的大壞蛋 不需要你原諒我
背後為你流的淚 就當我自作自受
就因為我是愛情的大壞蛋 愛情的小偷
請忘記我 讓我寂寞

我在情歌的尾奏 落在琴聲的最後
活該今生的罪疚 默哀硬撐著淚流
想要夢見你 重建你 容顏已走遠
在不真實的空間裡好好再愛一遍

今晚我摧毀了最美的未曾愛過
儘管我卑微的淚水徹夜碎成敗破
就當我沒愛過 就當我沒愛過
我不配你愛我 我不配你愛我

我會把你的故事折成紙鶴
讓他飛到銀河
就當我沒愛過 就當我沒愛過
我不配你愛我 我不配你愛我",zh,0.9995657801628113
Yorushika,だから僕は音楽を辞めた,5j7ixaLeGTGSv4DzKs0pCM,la,1807,False,"​

Kangaetatte wakaranaishi
Aozora no shita kimi o matta
Kaze ga fuita shougo
Hirusagari o nukedasu souzou
No, kore kara dou narun darou ne
Susume kata osowaranainda yo
Kimi no me o mita
Nanimo jezu boku wa aruita


Kangaetatte wakaranaishi
Seishun nate tsumaranaishi
Yameta hazu no piano, tsukue o hiku kuse ga nukenai
No, shourai nani shiteru darou ne
Ongaku wa shite naito ii ne
Komaranaide yo

Kokoro no naka ni hitotsu sen o hiite mo
Doushite mo kienakatta ima sara nanda kara
Naa, mou omoidasu na

Machigatterun da yo
Wakattenai yo
Between nine months
Hontou mo ai mo sekai mo
Kurushisa mo jinsei mo
Dou demo ii yo
Tadashii ka dou ka shiritai no datte bouei honnou da
Kangaetanda, do not give yourself before

Kangaetatte wakaranai ga
Hontou ni toshi oitakuninda
Itsuka Shindaratte
Omou dake de mune ga karappo ni narunda
Shourai nanishiteru darou tte
Otona ni nattara wakatta yo
Nanmo shitenai sa

Shiawase na kao
Shita hito ga nikui no wa
Dou warikittara ii nda
Mitasarenai atama no oku no
Bakemono mitai na rettoukan

Machigattennai yo na
Nanda ka nda antara ningen da
Ai mo sukui mo yasashisa mo
Konkyo ga nai nante
Kimi ga warui yo
Rabusongu nanka ga itai
No datte boe honnou da
Dou demo ii ka
Do not give yourself an entrance

Kangaetatte wakaranaishi
Ikiteru dake demo kurushiishi
Ongaku to ka mou karanaishi
Kashito ka tekitou demo ii yo
I will give you a demo
Machigattennai darou
Machigattennai yo na
Machigattennai yo na

Machigatterunda yo
Wakatterunda antara ningen mo
Hontou mo ai mo sukui mo
Yasashisa mo jinsei mo
Give me a demo
Tadashii kotae ga yenai
No datte boe honnou da
I will give you a demo
Anta no seida

(Aaah) Boku datte shinnen ga atta
Ima ja gomi mitai na omoi da
Nando demo kimi o kaita
Ureru koto koso ga dou demo yokatta nda
Hontou da hontou na nda
Mukashi wa sou given
Dakara boku wa
Dakara boku wa
Ongaku o yameta",la,0.15978233516216278
"Sean Paul, Keyshia Cole",(When You Gonna) Give It Up to Me - Radio Version,5nEdwtSv0qqeE0l4o1lR4q,en,3129,False,"Yeah, Ideal
Y-2-Kay Gee and R.L. collabo'
Uh-oh
Make 'em, make 'em, make 'em dance to this
Uh, yeah, Ideal, come on
Make 'em, make 'em, make 'em dance to this
Let's go

Whatever you wanna do, uh-uh
Whether it's at the crib or club
It's all up to you, what-what
Whatever you wanna do
So you wanna groove, uh-uh
Show me how you move, uh-huh
What you gonna do, what-what
'Cause I wanna rock with you
Whatever you wanna do

Tonight, you're with me
I'm talkin' VIP
Cristal, Moet, Dom P tonight, oh
Nice suite at the Double Tree
You and me in between the sheets
It's whatever you like, baby, tell me

I like when you move up close to me
Sexy grindin', holdin' me
Real close 'cause you're supposed to be, baby
I like it when you put that thing on me
Pushin' it up against the jeans
Makin' it harder in between, baby

Whatever you wanna do, uh-uh
Whether it's at the crib or club (Yeah, yeah, yeah)
It's all up to you (What-what), what-what
Whatever you wanna do
So you wanna groove (Oh), uh-huh
Show me how you move (Oh, oh), uh-huh
What you gonna do (Yeah), what-what
'Cause I wanna rock with you
Whatever you wanna do

Tonight, I just got paid
Let's hop in the Escalade
Go out on an escapade tonight, alright
What sip you choose
I'll grab your hips and move
And do whatever you like, tell me, tell me

I like when you move up close to me
Sexy grindin', holdin' me
Real close 'cause you're supposed to be, baby
I like it when you put that thing on me
Pushin' it up against the jeans
Makin' it harder in between, baby

Whatever you wanna do, uh-uh
Whether it's at the crib or club (Oh-ho), uh-huh
It's all up to you (What-what), what-what
Whatever you wanna do (And whatever you want)
So you wanna groove, uh-uh
Show me how you move (Oh, oh), uh-huh
What you gonna do (What-what), what-what
'Cause I wanna rock with you (Yeah)
Whatever you wanna do

You could choose the place we go
Or stay home with the stereo (Oh, oh)
You choose the scenario
Tonight (Come on, come on, come on, come on)
Tonight your situation (Yeah)
Here's your invitation
Come with me (Come and go with me)

Whatever you wanna do (Oh, no), uh-uh
Whether it's at the crib or club (Oh, yeah, yeah, yeah)
It's all up to you, what-what
Whatever you wanna do (Whatever, whatever, whatever)
So you wanna groove, uh-uh
Show me how you move (Oh, oh), uh-huh
What you gonna do (What-what), what-what
'Cause I wanna rock with you (Yeah, yeah)
Whatever you wanna do

Come on, show me how you move
Baby, let me see you groove
We can do what you want to
Tonight
You can move across to me
You can say, ""Come on, mami""
You can say, ""Come on, papi""
Tonight

Whatever you wanna do (Whatever you wanna do), uh-huh
Whether it's at the crib or club (I'll give it to you)
It's all up to you (Whatever you need), what-what
Whatever you wanna do (I'll do it for you)
So you wanna groove (Whatever you want), uh-huh
Show me how you move (I'll give it to you), uh-huh
What you gonna do (Whatever you want), what-what
'Cause I wanna rock with you (I'll give it to you)
Whatever you wanna do",en,0.6750301718711853
Kenshi Yonezu,さよーならまたいつか！- Sayonara,5pN2AyWwjzwRoI7gukEVNd,hr,1341,False,"Doko kara haru ga megurikuru no ka shirazushirazu otona ni natta
Miageta saki ni wa tsubame ga tondetta ki no nai kao de
Moshimo watashi ni tsubasa ga areba negau tabi ni kanashimi ni kureta
Sayonara hyakunen saki de mata aimashou shinpai shinaide

Itsu no ma ni ka hana ga ochita dareka ga watashi ni uso wo tsuita
Doshaburi demo kamawazu tonde iku sono chikara ga hoshikatta

Dareka to koi ni ochite mata kudakete yagate hanare banare
Kuchi no naka hatato chi ga nijinde sora ni tsuba wo haku
Mabatake hane wo hiroge kimama ni tobe doko made mo yuke
Hyakunen saki mo oboeteru ka na shiranee keredo sayoonara mata itsuka!

Shigururu ya shigururu machi e ayumiiru soko kashiko de soda fureru
Miageta saki ni wa nanimo inakatta
(Aa inakatta)

Shitarigao de sawaranaide senaka wo naguritsukeru matohazure
Hito ga notamau jigoku no saki ni koso watashi wa haru wo miru

Dareka wo aishitakute demo itakute itsu shika amearare
Tsunagareteita nawa wo nigirishimete shikato kamichigiru
Tsuranuke neraisadame kedashi tora e doko made mo yuke
Hyakunen saki no anata ni aitai kiuseru na yo sa you nara mata itsuka!

(Ima koi ni ochite mata kudakete hanare banare)
Kuchi no naka hatato chi ga nijinde sora ni tsuba wo haku
(Ima hane wo hiroge kimama ni tobe doko made mo yuke)
Umareta hi kara watashi de itan da shiranakatta daro
Sayounara mata itsuka",hr,0.11462727189064026
Sukima Switch,奏(かなで),5RbMlPFL4gVyEHW2lEOuzG,it,1073,False,"Kaisatsu no mae tsunagu te to te
Itsumo no zawameki, atarashii kaze
Akaruku mi okuru hazu datta no ni
Umaku waraezu ni kimi wo miteita

Kimi ga otona ni natteku sono kisetsu ga
Kanashii uta de afurenai you ni
Saigo ni nani ka kimi ni tsutaetakute
""Sayonara"" ni kawaru kotoba wo boku wa sagashiteta

Kimi no te wo hiku sono yakume ga boku no shimei da nante
Sou homotteta
Dakedo ima wakattanda bokura nara mou
Kasaneta hibi ga hora, michibite kureru

Kimi ga otona ni natteku sono jikan ga
Furi tsumoru ma ni boku mo kawatteku
Tatoeba soko ni konna uta ga areba
Futari wa itsumo donna toki mo tsunagatte yukeru

Totsuzen fui ni narihibiku beru no oto
Aseru boku hodokeru te hanareteku kimi
Muchuu de yobi tomete dakishimetanda
Kimi ga doko ni ittatte boku no koe de mamoru yo

Kimi ga boku no mae ni arawareta hi kara
Nanimo kamo ga chigaku mietanda
Asa mo hikari mo namida mo, utau koe mo
Kimi ga kagayaki wo kuretanda
Osae kirenai omoi wo kono koe ni nosete
Tooku kimi no machi and todokeyou
Tatoeba sore ga konna uta dattara
Bokura wa doko ni ita toshite mo tsunagatte ikeru",it,0.33347827196121216
Eason Chan,淘汰,5sYtvIl1mx9QuIgwC6FDU1,zh,393,True,"我說了所有的謊 你全都相信
簡單的我愛你 你卻老不信
你書裡的劇情 我不想上演
因為我喜歡 喜劇收尾

我試過完美放棄 的確很踏實
醒來了夢散了 你我都走散了
情歌的詞何必押韻 就算我是 K 歌之王
也不見得把 愛情唱得完美

只能說我輸了 也許是你怕了
我們的回憶沒有皺摺 你卻用離開燙下句點
只能說我認了 你的不安贏得你信任
我卻得到你安慰的淘汰

我試過完美放棄 的確很踏實
醒來了夢散了 你我都走散了
情歌的詞何必押韻 就算我是 K 歌之王
也不見得把 愛情唱得完美

只能說我輸了 也許是你怕了
我們的回憶沒有皺摺 你卻用離開燙下句點
只能說我認了 你的不安贏得你信任
我卻得到你安慰的淘汰


只能說我輸了 也許是你怕了
我們的回憶沒有皺摺 你卻用離開燙下句點
只能說我認了 你的不安贏得你信任
我卻得到你安慰的淘汰",zh,0.9986521005630493
Khalil Fong,紅豆,5TkQbhQm9BXONk2agDo4w9,zh,424,True,"還沒好好的感受 雪花綻放的氣候
我們一起顫抖 會更明白什麼是溫柔
還沒跟你牽著手 走過荒蕪的沙丘
可能從此以後學會珍惜天長和地久

有時候 有時候
我會相信一切有盡頭
相聚離開 都有時候
沒有什麼會永垂不朽
可是我 有時候
寧願選擇留戀不放手
等到風景都看透
也許你會陪我看細水長流

還沒為你把紅豆 熬成纏綿的傷口
然後一起分享 會更明白相思的哀愁
還沒好好地感受 醒著親吻的溫柔
可能在我左右 你才追求孤獨的自由

有時候 有時候
我會相信一切有盡頭
相聚離開都有時候
沒有什麼會永垂不朽
可是我有時候
寧願選擇留戀不放手
等到風景都看透
也許你會陪我看細水長流

La-la-la-la-la-la
Ooh, ooh

有時候 有時候
我會相信一切有盡頭
相聚離開都有時候
沒有什麼會永垂不朽
可是我有時候
寧願選擇留戀不放手
等到風景都看透
也許你會陪我看細水長流",zh,0.9989089965820312
Stefanie Sun,雨天,5tZbcQ5PYID0xB0VNblmrK,zh,475,True,"我的小時候吵鬧任性的時侯
我的外婆總會唱歌哄我
The old song comforts me in the summer afternoon
那首歌好像這樣唱的

It's dark and it's going to rain
It's dark, it's dark

離開小時候有了自己的生活
新鮮的歌新鮮的念頭
任性和衝動無法控制的時候
我忘記還有這樣的歌

It's dark and it's going to rain
It's dark, it's dark

我愛上讓我奮不顧身的一個人
我以為這就是我所追求的世界
然而橫衝直撞被誤解被騙
是否成人的世界背後總有殘缺
我走在每天必須面對的分岔路
我懷念過去單純美好的小幸福
愛總是讓人哭讓人覺得不滿足
天空很大卻看不清楚好孤獨


我愛上讓我奮不顧身的一個人
我以為這就是我所追求的世界
然而橫衝直撞被誤解被騙
是否成人的世界背後總有殘缺
我走在每天必須面對的分岔路
我懷念過去單純美好的小幸福
愛總是讓人哭讓人覺得不滿足
天空很大卻看不清楚好孤獨

天黑的時候我又想起那首歌
突然期待下起安靜的雨
原來外婆的道理早就唱給我聽
下起雨也要勇敢前進

我相信一切都會平息
我現在好想回家去

It's dark and it's going to rain
It's dark, it's dark",zh,0.7690882682800293
Omar Courtz,UNA NOTi,61tC2eD62xjmkEX9FGEad7,es,2190,False,"(Bellaquita)
Yeah-yeah
(Bellaquita)
Hey

If it's to eat us, I dare, baby, of necessity
You on top of me, me grabbing your tobi
Enchula'o about you, imagine about your body

I always want to catch you like a news
like a news
like a news
Hey (Yeah-yeah)

I always want to catch you like a news
Come on, baby, show me something
I know that we are nothing
But I want to see those buttocks jumping on me
And catch you like I noticed
Come on, baby, show me something
I know that we are nothing
But I want to see those buttocks jumping on me

Whoa-Whoa-He wants me to enter it hot
If you hit enter, it wasn't an accident
And if you came out, it was so that I could give it to you
He wants me to do the whitin' in his teeth'
That you have a mole close to the oh-oh
I know all your body
The more I sink, the more I touch the sky (I touch)
All this time I was acting crazy
Tell me where you're living, it's been a while since I've been down to the apartment
Now if I get off, baby, I have to cover myself
Your friend, that bitch, said she wasn't going to hit me
If you don't want me to sing, I can leave now
Let's go to the ATH to pick it up
I have to concentrate to apply it
That ass (Ass) leaves me bald like a barber
I put 150 in the bus like Yandel (Like Yandel)

Uh, like Yandel
'Esnúa always waits for me at home with her sandals
I look great with the Alexander
And even if I'm late

I always catch you like a news
like a news
like a news
Hey (Yeah-yeah)
I always want to catch you like a news
like a news
like a news

The only thing that could be seen in the room was the cherry
To the pai's house he went down with Polo and Sperry
I hope you wait for me'
And if you're with a bastard one day, mommy, he'll fight and he'll leave you.
And there I threw myself (I threw myself)
When you see her alone, moon, tell her
That I kill for her and because those eyes look at me
I ask God that that little ass turns around

Because now that we're far away, oh-oh
That's when we fuck the most, but that's in my mind
We don't want to do it with more people, no
Ma, that's why we see each other, oh-oh
You're worth two thousand when we're in front
Shall we go to sleep or do you want me to come in?

I always want to catch you like a news
like a news
Like a news (Noti)
Hey (Yeah-yeah)
I always want to catch you like a news
like a news
like a news",en,0.5848917365074158
Stefanie Sun,開始懂了,68tZwwRuo9ip5gRQFG1XWF,zh,406,True,"我竟然沒有調頭 最殘忍那一刻
靜靜看你走 一點都不像我
原來人會變得溫柔 是透徹的懂了
愛情是流動的 不由人的 何必激動著要理由
相信你只是怕傷害我
不是騙我 很愛過誰會捨得
把我的夢搖醒了 宣佈幸福不會來了
用心酸微笑去原諒了
也翻越了 有昨天還是好的
但明天是自己的 開始懂了 快樂是選擇
♪
我竟然沒有調頭 最殘忍那一刻
靜靜看你走 一點都不像我
原來人會變得溫柔 是透徹的懂了
愛情是流動的 不由人的 何必激動著要理由
相信你只是怕傷害我
不是騙我 很愛過誰會捨得
把我的夢搖醒了 宣佈幸福不會來了
用心酸微笑去原諒了
也翻越了 有昨天還是好的
但明天是自己的 開始懂了 快樂是選擇
♪
相信你只是怕傷害我
不是騙我 很愛過誰會捨得
把我的夢搖醒了 宣佈幸福不會來了
用心酸微笑去原諒了
也翻越了 有昨天還是好的
但明天是自己的 開始懂了 快樂是選擇",zh,0.9988341331481934
"Firdhaus, DIOR 大穎",在加納共和國離婚,6GyUt7yJ0sOktc5HjvVnFh,zh,409,True,"沒想到 只能 走到這
看你濕了眼 我到底該說什麼
總以為 還有一輩子的時間
慢慢跟你說 再見
你不用對我說什麼
我哭不是因為我覺得捨不得
只是覺得努力了那麼久
最後卻還是敗給不適合
也許這一切都是最好安排
但我無法看著你離開
你還愛我嗎 你還愛我嗎
我沒辦法看著你雙眼說那句話
You understand me, right? You understand me, right?
你懂我會不爭氣想回到你身旁
你不用對我說什麼
我哭就是因為我覺得捨不得
我們一起努力了那麼久
最後卻還是敗給不適合
也許這一切都是最好的安排
但我無法看著你離開
你還愛我嗎 你還愛我嗎
我沒辦法看著你雙眼說那句話
You understand me, right? You understand me, right?
你懂我會不爭氣想回到你身旁
你還愛我嗎（我還愛你啊）
你還愛我嗎 （我還愛你啊）
我沒辦法看著你雙眼說那句話
You understand me, right? You understand me, right?
你懂我會不爭氣想回到你身旁
原來一輩子 它真的很遙遠
抵達一輩子的時候 你已不在身邊",zh,0.9922510981559753
Kenshi Yonezu,感電,6H0PLsSYMzDOqhLgyOlzIj,en,1864,False,"Nigedashitai yoru no ourai yukue wa imada fumei
Mawarimawatte munashiku tte komacchatta wan wan wan
Ushinatta tsumori mo nai ga nani ka tarinai kibun
Chotto hen ni hai ni natte fuka shikonda yonrinsha

Kyoudai yo doukashiyo mou nanimo kangaenai yo
Gingakei no hazure e to sayounara
Shinjitsu mo doutoku mo kousa shinai ikareta yoru demo
Bokura te wo tataite waraiau
Dare ni mo shirarenai mama

Tatta isshun no kono kirameki wo
Tabetsukusou futari de kutabaru made
Soshite kouun wo bokura ni inori wo
Mada ikou dare mo oitsukenai kurai no supiido de

Inazuma no you ni ikitetai dake
Omae wa dou shitai? henji wa iranai

Korogashita shasou to joukei douki wa imada fumei
Jama kusakute iratsuite mayoikonda nyan nyan nyan
Kokoira de otoshita saifu dareka mimasen deshita?
Baka mitai ni tsuitenai ne chakashite kure haiwei sutaa

You aibou mou icchou manga mitai na kenka shiyou yo
Share ni nannai kurai no yatsu wo otameshi de
Seiron to bouron mo bunrui sae deki ya shinai machi wo
Nukedashite otagai ni waraiau
Mezasu no wa meroo na endingu

Sore wa shinzou wo setsuna ni yurasu mono
Oikaketa totan ni miushinacchau no
Kitto eien ga dokka ni arun da to
Asatte wo sagashimawaru no mo waruku wa nai deshou

Omae ga dokka ni kieta asa yori
Konna yoru no hou ga mada mashi sa

Ai ni suiren tooku no sairen
Hibikiau kyoukaisen
Aishiau you ni kenka shiyou ze
Yaruse nasa hissagete
Ai ni suiren tooku no sairen
Hibikiau kyoukaisen
Aishiau you ni kenka shiyou ze
Yaruse nasa hissagete

Tatta isshun no kono kirameki wo
Tabetsukusou futari de kutabaru made
Soshite kouun wo bokura ni inori wo
Mada ikou dare ni mo oitsukenai kurai no supiido de
Sore wa shinzou wo setsuna ni yurasu mono
Oikaketa totan ni miushinacchau no
Kitto eien ga dokka ni arun da to
Kusattemo sagashimawaru no mo waruku wa nai deshou

Inazuma no you ni ikitetai dake
Omae wa dou shitai?
Henji wa iranai",en,0.269629567861557
